id,pickup_id,shelter_id,delivered_kg,delivered_ts
1205,869,4,24.0,2025-02-27 20:52:32
1206,870,48,22.93,2025-08-02 06:14:02
1207,870,34,19.37,2025-08-02 06:24:02
1208,871,45,16.66,2025-09-29 10:14:28
1209,871,59,20.04,2025-09-29 08:52:28
1210,872,12,62.9,2025-06-03 21:46:17
1211,873,46,10.12,2025-04-06 23:29:39
1212,873,32,8.08,2025-04-06 23:46:39
1213,874,40,39.3,2025-08-13 02:23:44
1214,875,14,19.5,2025-03-16 08:27:35
1215,876,1,8.64,2025-03-08 02:21:24
1216,876,43,24.86,2025-03-08 02:14:24
1217,877,25,25.5,2025-02-26 23:39:36
1218,877,15,15.9,2025-02-27 01:02:36
1219,878,26,8.4,2025-10-22 16:32:26
1220,879,39,16.1,2025-08-30 12:37:44
1221,880,17,2.7,2025-04-29 21:29:22
1222,881,46,6.82,2025-03-24 16:12:15
1223,881,58,9.78,2025-03-24 16:49:15
1224,882,57,46.3,2025-08-31 07:46:20
1225,883,45,56.83,2025-05-27 15:15:42
1226,883,27,29.67,2025-05-27 14:24:42
1227,884,58,9.1,2025-01-24 18:12:58
1228,884,53,14.3,2025-01-24 16:49:58
1229,885,41,10.37,2025-09-12 14:58:08
1230,885,26,21.33,2025-09-12 16:25:08
1231,886,29,36.0,2025-09-14 18:22:53
1232,887,15,9.4,2025-04-01 04:16:51
1233,888,8,58.7,2025-07-08 13:46:43
1234,889,32,9.8,2025-06-28 06:35:28
1235,890,21,3.0,2025-04-29 19:25:49
1236,891,17,61.6,2025-09-24 03:58:38
1237,892,35,7.58,2025-11-12 16:09:23
1238,892,19,4.35,2025-11-12 16:09:23
1239,892,37,3.67,2025-11-12 17:22:23
1240,893,8,44.2,2025-04-20 05:22:45
1241,894,6,108.7,2025-02-04 10:53:31
1242,895,13,57.8,2025-09-25 00:04:39
1243,896,31,18.5,2025-08-24 10:40:49
1244,897,15,12.2,2025-08-14 23:59:55
1245,898,12,26.3,2025-10-02 05:19:50
1246,899,52,57.3,2025-09-13 06:09:23
1247,900,40,44.9,2025-10-07 18:45:17
1248,901,10,102.3,2025-01-12 20:32:16
1249,902,3,77.2,2025-10-17 23:23:10
1250,903,50,17.04,2025-10-30 22:22:42
1251,903,47,20.66,2025-10-30 22:24:42
1252,904,1,30.3,2025-08-28 23:43:29
1253,905,23,10.58,2025-04-01 00:47:33
1254,905,13,14.13,2025-04-01 01:24:33
1255,905,4,6.69,2025-04-01 01:47:33
1256,906,19,18.7,2025-02-22 10:15:40
1257,907,12,24.5,2025-03-13 19:25:06
1258,908,43,42.1,2025-03-30 05:53:04
1259,909,5,7.97,2025-10-16 16:27:31
1260,909,16,29.43,2025-10-16 17:18:31
1261,910,36,23.5,2025-06-20 23:12:05
1262,911,21,57.5,2025-06-16 10:26:28
1263,912,5,26.3,2025-05-02 22:01:57
1264,913,2,29.5,2025-09-07 11:31:25
1265,914,47,23.2,2025-01-17 19:51:41
1266,915,44,5.92,2025-01-16 14:14:05
1267,915,1,4.01,2025-01-16 14:30:05
1268,915,1,7.07,2025-01-16 14:49:05
1269,916,25,47.1,2025-04-24 11:53:18
1270,917,49,10.17,2025-03-07 00:24:03
1271,917,3,28.93,2025-03-07 01:16:03
1272,918,2,46.1,2025-02-25 14:05:09
1273,919,60,20.8,2025-02-14 08:00:08
1274,920,19,47.0,2025-02-22 22:07:58
1275,921,16,23.42,2025-08-18 15:53:20
1276,921,32,36.18,2025-08-18 15:45:20
1277,922,41,26.8,2025-05-07 05:29:45
1278,923,30,40.2,2025-02-18 07:59:56
1279,924,15,23.6,2025-07-23 19:15:52
1280,925,47,40.0,2025-03-04 11:53:22
1281,926,17,11.2,2025-08-08 23:44:48
1282,927,28,10.68,2025-10-27 01:15:39
1283,927,20,17.12,2025-10-27 02:56:39
1284,928,27,30.2,2025-06-23 16:33:41
1285,929,26,10.79,2025-01-02 17:34:44
1286,929,54,12.11,2025-01-02 17:21:44
1287,930,26,2.6,2025-07-31 10:23:52
1288,931,30,44.4,2025-08-18 01:38:40
1289,933,30,8.57,2025-11-15 21:04:07
1290,933,22,11.73,2025-11-15 21:01:07
1291,934,9,11.5,2025-05-16 22:07:02
1292,935,46,8.57,2025-05-09 22:47:44
1293,935,37,19.73,2025-05-09 22:44:44
1294,936,43,8.8,2025-09-19 10:03:14
1295,937,36,11.15,2025-11-03 03:23:18
1296,937,49,18.05,2025-11-03 04:14:18
1297,938,14,23.99,2025-02-06 12:48:59
1298,938,10,38.01,2025-02-06 12:59:59
1299,939,42,50.5,2025-10-22 22:30:30
1300,940,50,8.6,2025-02-17 19:16:20
1301,941,14,7.23,2025-03-23 20:29:02
1302,941,36,10.57,2025-03-23 20:47:02
1303,942,28,2.54,2025-09-02 15:46:19
1304,942,29,2.26,2025-09-02 15:03:19
1305,943,25,42.8,2025-11-03 11:00:54
1306,944,18,22.5,2025-07-24 09:32:04
1307,945,26,8.97,2025-08-07 21:39:55
1308,945,51,5.66,2025-08-07 21:30:55
1309,945,13,4.37,2025-08-07 21:59:55
1310,946,30,32.3,2025-08-26 00:54:24
1311,947,9,49.0,2025-01-10 17:18:23
1312,948,60,27.07,2025-06-11 10:07:04
1313,948,40,34.03,2025-06-11 10:26:04
1314,949,57,48.5,2025-01-05 18:47:53
1315,950,51,15.5,2025-04-27 23:12:58
1316,951,1,94.4,2025-05-10 18:37:18
1317,952,55,18.61,2025-03-17 17:13:22
1318,952,21,10.69,2025-03-17 16:42:22
1319,953,20,38.24,2025-11-06 23:33:58
1320,953,5,43.6,2025-11-07 00:53:58
1321,953,40,29.66,2025-11-06 23:52:58
1322,954,29,31.0,2025-07-28 22:50:00
1323,954,22,32.0,2025-07-28 22:04:00
1324,955,52,22.22,2025-01-23 02:31:55
1325,955,11,42.18,2025-01-23 03:30:55
1326,956,8,8.03,2025-08-04 23:40:35
1327,956,59,21.07,2025-08-04 23:55:35
1328,957,36,18.6,2025-01-27 01:39:00
1329,958,45,42.4,2025-09-01 16:40:15
1330,959,43,34.65,2025-08-20 11:59:25
1331,959,59,22.71,2025-08-20 12:03:25
1332,959,7,15.43,2025-08-20 12:41:25
1333,960,31,9.62,2025-01-13 15:45:46
1334,960,31,26.28,2025-01-13 15:45:46
1335,961,38,43.8,2025-06-25 20:16:20
1336,962,38,7.55,2025-02-13 23:10:16
1337,962,12,4.85,2025-02-13 23:27:16
1338,964,32,73.2,2025-05-13 10:18:35
1339,965,57,18.75,2025-05-08 11:20:39
1340,965,5,15.5,2025-05-08 11:57:39
1341,965,9,9.66,2025-05-08 11:32:39
1342,966,26,67.2,2025-02-21 22:36:48
1343,968,43,7.4,2025-05-10 20:20:08
1344,968,41,21.61,2025-05-10 19:04:08
1345,969,51,8.6,2025-10-17 22:45:25
1346,970,32,8.95,2025-05-06 00:41:18
1347,970,40,16.17,2025-05-05 23:01:18
1348,970,27,13.29,2025-05-06 00:14:18
1349,971,18,5.29,2025-06-21 16:44:44
1350,971,58,4.04,2025-06-21 16:45:44
1351,971,32,5.97,2025-06-21 15:42:44
1352,972,4,9.2,2025-01-07 06:43:10
1353,973,20,33.3,2025-05-17 10:51:06
1354,974,22,8.8,2025-08-12 07:55:27
1355,975,49,30.4,2025-06-22 16:50:44
1356,976,36,11.4,2025-02-11 12:10:37
1357,976,9,10.1,2025-02-11 11:32:37
1358,977,48,25.66,2025-08-20 20:26:13
1359,977,2,13.04,2025-08-20 21:38:13
1360,978,58,34.3,2025-08-28 17:03:31
1361,979,3,99.9,2025-09-18 21:56:50
1362,980,22,26.16,2025-07-01 05:33:43
1363,980,52,51.94,2025-07-01 05:31:43
1364,981,28,66.5,2025-02-08 04:23:24
1365,982,9,27.6,2025-07-03 02:41:19
1366,983,19,3.37,2025-05-22 12:47:36
1367,983,6,1.81,2025-05-22 12:19:36
1368,983,59,1.73,2025-05-22 12:42:36
1369,984,56,27.74,2025-06-26 09:44:15
1370,984,58,18.26,2025-06-26 10:09:15
1371,985,9,42.2,2025-06-29 12:58:02
1372,986,12,9.88,2025-02-19 19:42:53
1373,986,5,29.02,2025-02-19 20:20:53
1374,987,16,66.9,2025-08-05 09:33:32
1375,988,47,17.44,2025-06-10 21:44:28
1376,988,48,10.16,2025-06-10 21:44:28
1377,989,5,11.3,2025-01-27 01:12:23
1378,989,38,6.5,2025-01-27 00:12:23
1379,990,41,30.4,2025-11-03 03:33:02
1380,991,40,7.89,2025-01-31 14:24:42
1381,991,4,5.41,2025-01-31 14:26:42
1382,992,60,8.88,2025-08-19 09:06:37
1383,992,12,20.72,2025-08-19 07:41:37
1384,993,1,71.1,2025-04-30 23:27:03
1385,994,15,51.1,2025-10-27 23:03:28
1386,995,6,64.4,2025-02-05 13:30:43
1387,997,34,82.7,2025-04-24 14:30:26
1388,998,13,23.5,2025-05-04 08:48:16
1389,999,12,7.03,2025-05-15 02:26:43
1390,999,19,8.67,2025-05-15 01:56:43
1391,1000,4,1.19,2025-02-19 22:54:18
1392,1000,12,1.21,2025-02-19 22:00:18
1393,1001,12,17.9,2025-01-01 16:11:36
1394,1002,13,6.74,2025-04-02 17:59:23
1395,1002,8,10.14,2025-04-02 18:15:23
1396,1002,49,5.22,2025-04-02 18:15:23
1397,1003,55,20.9,2025-05-30 00:24:28
1398,1004,11,47.2,2025-07-04 18:46:20
1399,1005,38,26.2,2025-03-02 07:49:31
1400,1007,33,44.5,2025-02-23 02:33:18
1401,1008,28,33.2,2025-08-24 02:18:28
1402,1009,48,10.6,2025-08-03 18:22:45
1403,1011,42,69.0,2025-07-15 04:37:05
1404,1012,49,19.89,2025-08-10 00:18:16
1405,1012,5,16.81,2025-08-10 00:02:16
1406,1013,23,22.4,2025-02-01 11:27:32
1407,1014,53,6.28,2025-04-19 22:09:11
1408,1014,6,21.02,2025-04-19 21:28:11
1409,1015,1,29.66,2025-04-06 14:50:17
1410,1015,44,16.04,2025-04-06 15:28:17
1411,1016,50,33.9,2025-09-24 01:26:55
1412,1017,39,6.48,2025-07-28 04:29:17
1413,1017,5,10.52,2025-07-28 04:28:17
1414,1018,54,40.7,2025-10-13 09:21:50
1415,1019,48,115.7,2025-03-07 10:12:21
1416,1020,49,14.63,2025-04-12 12:18:21
1417,1020,21,23.37,2025-04-12 12:42:21
1418,1021,13,49.6,2025-09-13 07:05:40
1419,1022,3,32.0,2025-02-02 09:34:01
1420,1023,21,28.07,2025-02-21 20:30:02
1421,1023,55,41.23,2025-02-21 21:12:02
1422,1024,29,15.6,2025-02-13 16:51:56
1423,1024,10,17.63,2025-02-13 16:11:56
1424,1024,49,9.98,2025-02-13 17:26:56
1425,1025,56,37.5,2025-05-24 22:41:35
1426,1026,25,39.6,2025-03-12 14:05:49
1427,1027,28,7.7,2025-08-20 15:03:23
1428,1027,53,4.4,2025-08-20 16:43:23
1429,1027,58,4.9,2025-08-20 16:26:23
1430,1028,12,102.1,2025-10-27 13:45:53
1431,1029,26,20.4,2025-03-24 05:31:38
1432,1030,22,16.0,2025-11-15 15:18:57
1433,1031,26,61.0,2025-07-05 08:20:23
1434,1032,55,17.9,2025-06-01 21:39:13
1435,1033,13,68.3,2025-04-23 12:23:18
1436,1034,32,35.5,2025-09-23 14:34:06
1437,1035,11,74.1,2025-06-18 02:31:09
1438,1036,4,35.0,2025-04-15 03:01:19
1439,1037,5,33.4,2025-10-28 14:40:23
1440,1038,16,10.99,2025-03-18 01:18:20
1441,1038,32,6.2,2025-03-18 02:06:20
1442,1038,14,5.61,2025-03-18 02:42:20
1443,1040,20,34.1,2025-02-08 06:48:06
1444,1041,41,20.6,2025-04-21 09:24:10
1445,1042,28,5.8,2025-08-20 03:15:22
1446,1043,9,28.7,2025-10-03 09:10:17
1447,1044,47,69.7,2025-09-13 06:55:28
1448,1045,56,24.8,2025-09-28 13:35:42
1449,1046,31,24.4,2025-06-26 11:46:07
1450,1047,24,38.9,2025-10-27 08:55:23
1451,1048,21,9.8,2025-10-30 03:45:08
1452,1049,41,20.96,2025-11-13 00:41:11
1453,1049,51,11.04,2025-11-13 01:01:11
1454,1050,37,13.0,2025-06-02 20:30:05
1455,1051,21,8.67,2025-06-17 20:00:28
1456,1051,41,7.13,2025-06-17 21:24:28
1457,1052,46,8.7,2025-04-11 22:40:12
1458,1053,53,13.1,2025-10-30 05:02:31
1459,1054,57,8.3,2025-01-16 01:49:13
1460,1054,21,10.4,2025-01-16 00:51:13
1461,1056,25,47.1,2025-06-19 16:43:07
1462,1058,34,21.15,2025-08-09 15:25:46
1463,1058,30,20.15,2025-08-09 16:17:46
1464,1059,18,46.7,2025-01-22 20:10:05
1465,1060,50,8.2,2025-02-01 14:53:41
1466,1061,18,33.1,2025-01-16 16:23:35
1467,1062,4,4.47,2025-02-11 20:58:00
1468,1062,16,7.23,2025-02-11 20:19:00
1469,1063,21,63.5,2025-10-13 21:53:05
1470,1064,31,11.8,2025-04-04 00:19:33
1471,1065,18,65.1,2025-07-14 11:13:37
1472,1066,13,30.57,2025-05-13 03:39:59
1473,1066,52,20.56,2025-05-13 04:16:59
1474,1066,13,26.46,2025-05-13 03:53:59
1475,1067,4,1.8,2025-11-10 20:28:06
1476,1067,57,0.9,2025-11-10 20:29:06
1477,1067,34,1.4,2025-11-10 19:19:06
1478,1068,25,10.3,2025-02-28 06:11:54
1479,1068,45,19.9,2025-02-28 05:24:54
1480,1069,14,5.74,2025-02-25 08:26:07
1481,1069,19,22.26,2025-02-25 08:11:07
1482,1070,42,21.5,2025-04-05 15:30:55
1483,1071,50,2.77,2025-04-30 17:44:29
1484,1071,29,8.83,2025-04-30 17:03:29
1485,1072,11,40.8,2025-01-26 05:28:41
1486,1073,21,16.2,2025-03-28 01:40:05
1487,1074,30,14.5,2025-06-06 11:44:30
1488,1075,39,25.2,2025-11-05 09:54:36
1489,1076,38,25.8,2025-02-17 05:55:46
1490,1077,8,20.1,2025-03-06 10:10:06
1491,1078,36,4.0,2025-08-27 05:13:06
1492,1080,21,58.9,2025-06-11 23:56:20
1493,1081,41,22.43,2025-09-06 19:49:28
1494,1081,42,35.37,2025-09-06 20:41:28
1495,1082,21,37.7,2025-09-26 23:23:53
1496,1083,3,88.9,2025-09-01 23:37:59
1497,1084,37,18.7,2025-04-02 21:09:53
1498,1085,4,12.91,2025-10-23 23:28:45
1499,1085,46,45.79,2025-10-23 23:55:45
1500,1086,9,7.66,2025-09-14 09:40:28
1501,1086,7,9.44,2025-09-14 09:51:28
1502,1087,16,11.8,2025-07-04 15:31:53
1503,1088,23,83.7,2025-09-08 19:28:19
1504,1089,22,14.7,2025-11-10 01:36:34
1505,1090,4,4.95,2025-07-29 01:52:51
1506,1090,27,6.15,2025-07-29 01:50:51
1507,1091,45,22.0,2025-04-02 18:09:12
1508,1092,6,29.8,2025-10-18 13:16:11
1509,1093,49,14.97,2025-03-30 19:28:57
1510,1093,15,20.33,2025-03-30 19:47:57
1511,1094,44,21.8,2025-03-28 02:15:33
1512,1095,42,25.3,2025-03-26 07:04:19
1513,1096,3,6.51,2025-06-28 02:41:52
1514,1096,49,14.29,2025-06-28 03:04:52
1515,1097,56,17.6,2025-05-11 19:13:03
1516,1098,21,29.3,2025-02-13 12:26:48
1517,1099,43,38.1,2025-03-27 18:42:01
1518,1100,49,9.5,2025-03-08 09:09:48
1519,1101,43,52.0,2025-07-22 23:27:15
1520,1102,3,7.73,2025-01-06 23:29:08
1521,1102,38,11.27,2025-01-06 23:46:08
1522,1103,38,43.9,2025-06-19 00:08:29
1523,1104,45,47.4,2025-06-12 14:48:57
1524,1105,33,39.7,2025-07-16 04:35:12
1525,1106,10,7.53,2025-06-26 01:40:33
1526,1106,1,19.17,2025-06-26 02:21:33
1527,1107,18,27.57,2025-10-12 13:30:33
1528,1107,24,20.63,2025-10-12 14:05:33
1529,1108,54,6.6,2025-09-09 20:56:38
1530,1109,17,21.8,2025-10-01 12:43:22
1531,1110,58,37.9,2025-06-30 11:24:44
1532,1111,42,21.5,2025-06-30 15:58:01
1533,1112,29,35.1,2025-09-26 14:28:45
1534,1113,43,15.4,2025-09-29 11:53:38
1535,1114,14,36.6,2025-02-01 19:36:34
1536,1115,25,90.9,2025-09-20 08:28:17
1537,1116,13,5.08,2025-08-29 19:20:31
1538,1116,37,3.82,2025-08-29 20:31:31
1539,1117,44,10.23,2025-01-27 10:10:25
1540,1117,57,19.07,2025-01-27 09:09:25
1541,1118,24,6.7,2025-07-29 22:33:06
1542,1119,41,61.1,2025-10-01 08:30:38
1543,1120,17,38.5,2025-04-15 05:54:20
1544,1121,20,28.0,2025-05-15 09:57:41
1545,1122,12,34.0,2025-10-04 01:59:04
1546,1123,25,16.51,2025-05-24 09:04:04
1547,1123,21,37.99,2025-05-24 09:04:04
1548,1124,39,40.8,2025-06-28 04:41:46
1549,1125,36,47.98,2025-02-12 20:32:17
1550,1125,19,24.72,2025-02-12 20:47:17
1551,1126,5,31.08,2025-03-21 16:29:19
1552,1126,7,27.12,2025-03-21 17:16:19
1553,1127,4,3.63,2025-07-30 16:01:22
1554,1127,1,2.17,2025-07-30 16:31:22
1555,1129,47,2.69,2025-09-08 17:44:43
1556,1129,11,0.98,2025-09-08 18:08:43
1557,1129,4,1.03,2025-09-08 17:08:43
1558,1130,13,18.5,2025-07-09 04:45:53
1559,1131,27,13.62,2025-06-28 05:41:07
1560,1131,2,6.52,2025-06-28 06:29:07
1561,1131,50,7.26,2025-06-28 05:44:07
1562,1132,20,108.8,2025-11-03 20:55:29
1563,1133,60,34.8,2025-01-19 18:10:40
1564,1134,59,14.17,2025-03-04 19:05:13
1565,1134,48,4.92,2025-03-04 20:11:13
1566,1134,51,4.8,2025-03-04 20:17:13
1567,1135,12,10.7,2025-09-27 11:04:59
1568,1136,47,27.7,2025-05-04 07:31:00
1569,1137,45,26.7,2025-08-07 20:09:39
1570,1138,2,16.1,2025-05-26 04:33:08
1571,1139,45,30.23,2025-06-07 12:30:39
1572,1139,14,38.47,2025-06-07 11:16:39
1573,1140,25,114.3,2025-01-03 01:37:32
1574,1141,28,58.7,2025-10-02 08:29:59
1575,1142,37,19.69,2025-09-17 08:01:39
1576,1142,43,28.81,2025-09-17 08:05:39
1577,1143,57,37.0,2025-09-26 01:06:55
1578,1144,47,72.8,2025-08-03 08:05:09
1579,1145,18,19.1,2025-05-20 05:00:57
1580,1146,56,26.3,2025-07-24 19:27:08
1581,1147,29,11.4,2025-06-23 09:36:12
1582,1148,56,54.65,2025-07-10 19:43:06
1583,1148,54,23.65,2025-07-10 20:50:06
1584,1149,32,12.74,2025-05-21 15:01:06
1585,1149,15,13.86,2025-05-21 15:13:06
1586,1151,24,27.75,2025-02-04 09:14:42
1587,1151,39,20.85,2025-02-04 08:49:42
1588,1152,31,61.4,2025-04-23 12:10:50
1589,1153,43,48.6,2025-06-11 05:30:57
1590,1154,10,17.28,2025-04-29 03:38:08
1591,1154,48,13.42,2025-04-29 03:10:08
1592,1155,12,59.3,2025-10-22 00:31:37
1593,1156,30,19.3,2025-03-10 07:04:15
1594,1157,49,14.86,2025-03-14 15:18:19
1595,1157,44,6.27,2025-03-14 14:55:19
1596,1157,27,8.17,2025-03-14 15:01:19
1597,1158,6,28.6,2025-08-16 15:37:10
1598,1160,22,16.4,2025-07-03 20:51:10
1599,1161,49,18.93,2025-07-11 09:49:52
1600,1161,56,17.27,2025-07-11 10:01:52
1601,1162,33,8.77,2025-04-19 00:44:00
1602,1162,41,4.83,2025-04-19 01:51:00
1603,1163,35,51.1,2025-07-06 23:20:11
1604,1164,11,32.1,2025-11-15 04:40:47
1605,1165,51,22.06,2025-03-05 15:44:46
1606,1165,53,23.24,2025-03-05 14:26:46
1607,1166,57,10.89,2025-05-20 04:07:26
1608,1166,33,34.31,2025-05-20 03:28:26
1609,1167,7,19.3,2025-01-20 07:19:20
1610,1168,60,40.1,2025-03-17 15:11:06
1611,1169,48,94.1,2025-03-07 06:20:10
1612,1170,51,101.0,2025-04-16 19:50:51
1613,1171,21,19.4,2025-05-17 21:49:23
1614,1172,60,5.86,2025-10-30 20:20:54
1615,1172,34,3.94,2025-10-30 20:00:54
1616,1173,23,44.07,2025-03-27 00:08:12
1617,1173,27,67.23,2025-03-27 00:30:12
1618,1174,41,17.7,2025-09-26 04:39:48
1619,1174,30,7.8,2025-09-26 05:33:48
1620,1175,58,51.5,2025-10-01 03:12:59
1621,1176,33,21.2,2025-11-15 10:02:10
1622,1176,7,16.8,2025-11-15 10:03:10
1623,1177,45,21.8,2025-05-22 03:42:02
1624,1178,14,21.41,2025-10-24 23:05:13
1625,1178,41,23.29,2025-10-24 22:29:13
1626,1178,53,27.4,2025-10-24 21:32:13
1627,1179,2,88.1,2025-11-13 16:34:51
1628,1180,12,104.2,2025-03-30 08:25:36
1629,1181,17,3.51,2025-09-26 15:11:30
1630,1181,8,2.99,2025-09-26 16:00:30
1631,1182,43,13.6,2025-10-22 11:46:53
1632,1183,39,5.9,2025-08-19 18:27:09
1633,1184,24,73.4,2025-04-28 12:31:33
1634,1185,40,64.3,2025-08-17 13:55:26
1635,1186,41,83.8,2025-02-26 21:52:21
1636,1187,44,47.5,2025-03-04 16:45:10
1637,1188,32,31.4,2025-01-27 21:10:50
1638,1189,17,38.6,2025-10-06 08:03:52
1639,1190,49,6.44,2025-01-03 01:19:54
1640,1190,50,3.76,2025-01-03 01:38:54
1641,1191,38,74.5,2025-07-04 18:18:09
1642,1192,44,10.9,2025-03-12 14:31:49
1643,1193,25,38.5,2025-06-08 15:07:07
1644,1194,49,23.6,2025-02-23 03:59:42
1645,1195,6,38.24,2025-01-17 03:48:57
1646,1195,16,49.26,2025-01-17 02:49:57
1647,1196,30,9.1,2025-08-22 12:24:08
1648,1196,48,7.2,2025-08-22 13:00:08
1649,1197,31,39.2,2025-08-04 12:19:13
1650,1198,36,21.6,2025-09-22 02:46:38
1651,1199,40,25.08,2025-02-11 04:53:22
1652,1199,7,14.92,2025-02-11 05:18:22
1653,1200,38,41.2,2025-02-26 00:42:57
1654,1201,29,17.88,2025-03-07 21:50:51
1655,1201,33,12.42,2025-03-07 20:54:51
1656,1202,45,12.1,2025-02-18 00:58:34
1657,1203,60,60.2,2025-10-05 12:06:39
1658,1204,4,15.1,2025-05-19 16:46:02
1659,1205,45,47.6,2025-04-19 15:51:56
1660,1206,58,15.8,2025-07-13 11:27:39
1661,1207,11,13.3,2025-01-27 21:55:14
1662,1208,22,39.0,2025-09-22 04:04:36
1663,1209,10,31.9,2025-01-31 02:48:33
1664,1210,1,10.9,2025-04-25 08:53:17
1665,1210,50,17.84,2025-04-25 09:11:17
1666,1210,52,18.46,2025-04-25 09:57:17
1667,1211,3,12.76,2025-11-11 17:52:55
1668,1211,12,31.54,2025-11-11 17:42:55
1669,1212,44,6.0,2025-06-17 13:40:42
1670,1213,15,35.6,2025-06-22 06:08:20
1671,1214,7,6.76,2025-04-29 00:58:48
1672,1214,9,4.44,2025-04-29 01:05:48
1673,1215,37,64.1,2025-10-06 08:28:25
1674,1216,24,49.0,2025-08-04 10:51:24
1675,1217,34,10.21,2025-07-17 04:18:49
1676,1217,24,14.39,2025-07-17 04:16:49
1677,1218,27,25.7,2025-09-21 01:42:23
1678,1219,28,17.4,2025-01-18 21:17:04
1679,1220,5,48.4,2025-01-11 19:47:28
1680,1221,57,16.9,2025-05-15 09:40:58
1681,1222,59,11.42,2025-04-07 12:36:44
1682,1222,8,10.09,2025-04-07 12:22:44
1683,1222,11,11.79,2025-04-07 12:08:44
1684,1223,43,30.4,2025-04-29 18:32:24
1685,1224,35,12.2,2025-06-29 09:33:12
1686,1225,31,48.9,2025-01-09 06:52:46
1687,1226,43,3.1,2025-08-10 21:55:49
1688,1227,8,6.7,2025-09-26 16:21:07
1689,1228,13,64.6,2025-05-13 05:23:12
1690,1229,48,19.4,2025-07-13 08:22:32
1691,1230,33,14.11,2025-04-22 22:37:52
1692,1230,1,54.39,2025-04-23 00:10:52
1693,1231,18,49.8,2025-08-31 23:01:08
1694,1232,20,59.7,2025-08-19 04:45:42
1695,1233,56,13.13,2025-06-16 05:35:55
1696,1233,52,35.67,2025-06-16 06:05:55
1697,1234,31,54.9,2025-11-09 16:34:15
1698,1235,7,23.9,2025-06-06 14:20:00
1699,1236,41,29.9,2025-03-12 12:39:18
1700,1237,52,29.6,2025-07-14 06:53:54
1701,1238,9,47.0,2025-07-27 06:53:14
1702,1239,5,20.56,2025-01-24 15:55:15
1703,1239,33,54.74,2025-01-24 15:19:15
1704,1240,49,13.95,2025-10-18 06:45:52
1705,1240,54,15.89,2025-10-18 06:17:52
1706,1240,24,31.06,2025-10-18 06:45:52
1707,1241,28,22.57,2025-01-26 10:16:29
1708,1241,56,9.69,2025-01-26 08:45:29
1709,1241,50,10.24,2025-01-26 09:21:29
1710,1242,43,27.2,2025-03-04 17:19:15
1711,1243,39,5.15,2025-02-28 14:51:58
1712,1243,56,8.15,2025-02-28 15:41:58
1713,1244,31,24.5,2025-07-08 20:31:29
1714,1245,33,38.4,2025-03-04 07:10:43
1715,1246,41,7.32,2025-08-03 06:43:10
1716,1246,16,6.68,2025-08-03 05:27:10
1717,1247,32,38.7,2025-01-22 20:27:15
1718,1248,27,12.73,2025-06-08 09:47:43
1719,1248,36,17.87,2025-06-08 09:52:43
1720,1249,10,28.0,2025-10-09 16:10:15
1721,1250,26,1.32,2025-02-17 05:13:14
1722,1250,30,4.68,2025-02-17 05:13:14
1723,1251,20,32.99,2025-07-13 04:08:34
1724,1251,35,14.61,2025-07-13 05:12:34
1725,1252,55,19.2,2025-05-09 05:59:01
1726,1253,45,8.38,2025-04-03 01:03:08
1727,1253,45,5.69,2025-04-03 00:31:08
1728,1253,60,6.62,2025-04-03 00:27:08
1729,1254,37,3.45,2025-04-18 00:47:59
1730,1254,31,3.45,2025-04-17 23:24:59
1731,1255,32,43.4,2025-07-27 13:56:01
1732,1256,17,12.72,2025-09-23 11:53:00
1733,1256,18,9.7,2025-09-23 13:05:00
1734,1256,56,8.38,2025-09-23 12:19:00
1735,1257,15,44.2,2025-07-04 22:38:16
1736,1258,59,3.0,2025-10-15 13:01:15
1737,1259,23,29.2,2025-04-09 14:32:17
1738,1260,27,9.06,2025-11-12 20:19:17
1739,1260,17,10.07,2025-11-12 19:28:17
1740,1260,28,13.57,2025-11-12 20:09:17
1741,1261,57,15.49,2025-01-04 10:47:02
1742,1261,9,37.21,2025-01-04 11:09:02
1743,1262,44,40.69,2025-02-05 09:45:38
1744,1262,24,34.11,2025-02-05 10:48:38
1745,1263,52,5.24,2025-09-03 13:14:01
1746,1263,38,5.76,2025-09-03 13:47:01
1747,1264,47,19.2,2025-02-01 10:57:07
1748,1265,14,14.5,2025-10-06 23:12:20
1749,1265,51,27.4,2025-10-06 23:57:20
1750,1266,12,67.4,2025-07-17 00:15:47
1751,1267,16,31.1,2025-05-08 06:39:06
1752,1267,31,20.3,2025-05-08 06:42:06
1753,1268,35,21.11,2025-03-13 17:42:38
1754,1268,10,10.59,2025-03-13 17:27:38
1755,1269,17,9.8,2025-09-02 08:27:44
1756,1270,53,5.9,2025-07-20 21:50:44
1757,1271,1,31.7,2025-06-09 17:25:27
1758,1272,60,59.7,2025-04-12 15:35:45
1759,1273,30,41.7,2025-02-03 03:52:18
1760,1275,37,15.67,2025-09-01 17:50:25
1761,1275,13,12.98,2025-09-01 17:38:25
1762,1275,4,8.65,2025-09-01 17:19:25
1763,1276,31,35.22,2025-09-30 16:36:39
1764,1276,25,21.32,2025-09-30 17:18:39
1765,1276,8,21.56,2025-09-30 17:03:39
1766,1277,24,19.0,2025-04-12 09:15:46
1767,1278,55,20.0,2025-01-06 19:48:37
1768,1278,18,8.7,2025-01-06 19:51:37
1769,1279,18,63.7,2025-07-12 07:06:10
1770,1280,60,11.8,2025-10-18 05:43:11
